year,OdName,CODE,number,AreaName,RegName,DevName
1988,Israel,ISR,1060,Asia,Western Asia,Developing regions
1988,Italy,ITA,2710,Europe,Southern Europe,Developed regions
1988,Jamaica,JAM,20,Latin America and the Caribbean,Caribbean,Developing regions
1988,Japan,JPN,6080,Asia,Eastern Asia,Developed regions
1988,Jordan,JOR,260,Asia,Western Asia,Developing regions
1988,Kazakhstan,KAZ,0,Asia,Central Asia,Developing regions
1988,Kenya,KEN,310,Africa,Eastern Africa,Developing regions
1988,Kiribati,KIR,0,Oceania,Micronesia,Developing regions
1988,Kuwait,KWT,240,Asia,Western Asia,Developing regions
1988,Kyrgyzstan,KGZ,0,Asia,Central Asia,Developing regions
1988,Lao People's Democratic Republic,LAO,40,Asia,South-Eastern Asia,Developing regions
1988,Latvia,LVA,0,Europe,Northern Europe,Developed regions
1988,Lebanon,LBN,4070,Asia,Western Asia,Developing regions
1988,Lesotho,LSO,10,Africa,Southern Africa,Developing regions
1988,Liberia,LBR,20,Africa,Western Africa,Developing regions
1988,Libya,LBY,30,Africa,Northern Africa,Developing regions
1988,Liechtenstein,LIE,0,Europe,Western Europe,Developed regions
1988,Lithuania,LTU,0,Europe,Northern Europe,Developed regions
1988,Luxembourg,LUX,20,Europe,Western Europe,Developed regions
1988,Madagascar,MDG,220,Africa,Eastern Africa,Developing regions
1988,Malawi,MWI,30,Africa,Eastern Africa,Developing regions
1988,Malaysia,MYS,14160,Asia,South-Eastern Asia,Developing regions
1988,Maldives,MDV,10,Asia,Southern Asia,Developing regions
1988,Mali,MLI,20,Africa,Western Africa,Developing regions
1988,Malta,MLT,530,Europe,Southern Europe,Developed regions
1988,Marshall Islands,MHL,0,Oceania,Micronesia,Developing regions
1988,Martinique,MTQ,0,Latin America and the Caribbean,Caribbean,Developing regions
1988,Mauritania,MRT,10,Africa,Western Africa,Developing regions
1988,Mauritius,MUS,1210,Africa,Eastern Africa,Developing regions
1988,Mayotte,MYT ,0,Africa,Eastern Africa,Developing regions
1988,Mexico,MEX,380,Latin America and the Caribbean,Central America,Developing regions
1988,Micronesia (Federated States of),FSM,0,Oceania,Micronesia,Developing regions
1988,Monaco,MCO,0,Europe,Western Europe,Developed regions
1988,Mongolia,MNG,0,Asia,Eastern Asia,Developing regions
1988,Montserrat,MSR,0,Latin America and the Caribbean,Caribbean,Developing regions
1988,Morocco,MAR,40,Africa,Northern Africa,Developing regions
1988,Mozambique,MOZ,10,Africa,Eastern Africa,Developing regions
1988,Myanmar,MMR,260,Asia,South-Eastern Asia,Developing regions
1988,Namibia,NAM,0,Africa,Southern Africa,Developing regions
1988,Nauru,NRU,50,Oceania,Micronesia,Developing regions
1988,Nepal,NPL,130,Asia,Southern Asia,Developing regions
1988,Netherlands,NLD,1360,Europe,Western Europe,Developed regions
1988,New Caledonia,NCL,180,Oceania,Melanesia,Developing regions
1988,New Zealand,NZL,43960,Oceania,Australia and New Zealand,Developed regions
1988,Nicaragua,NIC,10,Latin America and the Caribbean,Central America,Developing regions
1988,Niger,NER,40,Africa,Western Africa,Developing regions
1988,Nigeria,NGA,110,Africa,Western Africa,Developing regions
1988,Niue,NIU,0,Oceania,Polynesia,Developing regions
1988,Northern Mariana Islands,MNP,0,Oceania,Micronesia,Developing regions
1988,Norway,NOR,280,Europe,Northern Europe,Developed regions
1988,Oman,OMN,70,Asia,Western Asia,Developing regions
1988,Pakistan,PAK,1020,Asia,Southern Asia,Developing regions
1988,Palau,PLW,0,Oceania,Micronesia,Developing regions
1988,Panama,PAN,10,Latin America and the Caribbean,Central America,Developing regions
1988,Papua New Guinea,PNG,4150,Oceania,Melanesia,Developing regions
1988,Paraguay,PRY,20,Latin America and the Caribbean,South America,Developing regions
1988,Peru,PER,310,Latin America and the Caribbean,South America,Developing regions
1988,Philippines,PHL,11510,Asia,South-Eastern Asia,Developing regions
1988,Poland,POL,1280,Europe,Eastern Europe,Developed regions
1988,Portugal,PRT,1510,Europe,Southern Europe,Developed regions
1988,Puerto Rico,PRI,0,Latin America and the Caribbean,Caribbean,Developing regions
1988,Qatar,QAT,50,Asia,Western Asia,Developing regions
1988,Republic of Korea,KOR,2330,Asia,Eastern Asia,Developing regions
1988,Republic of Moldova,MDA,0,Europe,Eastern Europe,Developed regions
1988,Réunion,REU,0,Africa,Eastern Africa,Developing regions
1988,Romania,ROU,620,Europe,Eastern Europe,Developed regions
1988,Russian Federation,RUS,0,Europe,Eastern Europe,Developed regions
1988,Rwanda,RWA,0,Africa,Eastern Africa,Developing regions
1988,Saint Helena,SHN,0,Africa,Western Africa,Developing regions
1988,Saint Kitts and Nevis,KNA,0,Latin America and the Caribbean,Caribbean,Developing regions
1988,Saint Lucia,LCA,0,Latin America and the Caribbean,Caribbean,Developing regions
1988,Saint Vincent and the Grenadines,VCT,0,Latin America and the Caribbean,Caribbean,Developing regions
1988,Samoa,WSM,390,Oceania,Polynesia,Developing regions
1988,Saudi Arabia,SAU,400,Asia,Western Asia,Developing regions
1988,Senegal,SEN,0,Africa,Western Africa,Developing regions
1988,Seychelles,SYC,190,Africa,Eastern Africa,Developing regions
1988,Sierra Leone,SLE,10,Africa,Western Africa,Developing regions
1988,Singapore,SGP,5330,Asia,South-Eastern Asia,Developing regions
1988,Slovakia,SVK,0,Europe,Eastern Europe,Developed regions
1988,Slovenia,SVN,0,Europe,Southern Europe,Developed regions
1988,Solomon Islands,SLB,290,Oceania,Melanesia,Developing regions
1988,Somalia,SOM,30,Africa,Eastern Africa,Developing regions
1988,South Africa,ZAF,4350,Africa,Southern Africa,Developing regions
1988,Spain,ESP,690,Europe,Southern Europe,Developed regions
1988,Sri Lanka,LKA,2830,Asia,Southern Asia,Developing regions
1988,State of Palestine,WBG,0,Asia,Western Asia,Developing regions
1988,Sudan,SDN,80,Africa,Northern Africa,Developing regions
1988,Suriname,SUR,0,Latin America and the Caribbean,South America,Developing regions
1988,Swaziland,SWZ,20,Africa,Southern Africa,Developing regions
1988,Sweden,SWE,1030,Europe,Northern Europe,Developed regions
1988,Switzerland,CHE,1350,Europe,Western Europe,Developed regions
1988,Syrian Arab Republic,SYR,560,Asia,Western Asia,Developing regions
1988,Tajikistan,TJK,0,Asia,Central Asia,Developing regions
1988,Thailand,THA,4480,Asia,South-Eastern Asia,Developing regions
1988,The former Yugoslav Republic of Macedonia,MKD,0,Europe,Southern Europe,Developed regions
1988,Timor-Leste,TLS,0,Asia,South-Eastern Asia,Developing regions
1988,Togo,TGO,0,Africa,Western Africa,Developing regions
1988,Tokelau,TKL,0,Oceania,Polynesia,Developing regions
1988,Tonga,TON,460,Oceania,Polynesia,Developing regions
1988,Trinidad and Tobago,TTO,40,Latin America and the Caribbean,Caribbean,Developing regions
1988,Tunisia,TUN,20,Africa,Northern Africa,Developing regions
1988,Turkey,TUR,2330,Asia,Western Asia,Developing regions
1988,Turkmenistan,TKM,0,Asia,Central Asia,Developing regions
1988,Turks and Caicos Islands,TCA ,0,Latin America and the Caribbean,Caribbean,Developing regions
1988,Tuvalu,TUV,40,Oceania,Polynesia,Developing regions
1988,Uganda,UGA,20,Africa,Eastern Africa,Developing regions
1988,Ukraine,UKR,0,Europe,Eastern Europe,Developed regions
1988,United Arab Emirates,ARE,480,Asia,Western Asia,Developing regions
1988,United Kingdom of Great Britain and Northern Ireland,GBR,45550,Europe,Northern Europe,Developed regions
1988,United Republic of Tanzania,TZA,70,Africa,Eastern Africa,Developing regions
1988,United States of America,USA,13720,Northern America,Northern America,Developed regions
1988,United States Virgin Islands,VGB,0,Latin America and the Caribbean,Caribbean,Developing regions
1988,Uruguay,URY,230,Latin America and the Caribbean,South America,Developing regions
1988,Uzbekistan,UZB,0,Asia,Central Asia,Developing regions
1988,Vanuatu,VUT,210,Oceania,Melanesia,Developing regions
1988,Venezuela (Bolivarian Republic of),VEN,70,Latin America and the Caribbean,South America,Developing regions
1988,Viet Nam,VNM,2030,Asia,South-Eastern Asia,Developing regions
1988,Wallis and Futuna Islands,WLF,0,Oceania,Polynesia,Developing regions
1988,Western Sahara,ESH ,0,Africa,Northern Africa,Developing regions
1988,Yemen,YEM,0,Asia,Western Asia,Developing regions
1988,Zambia,ZMB,150,Africa,Eastern Africa,Developing regions
1988,Zimbabwe,ZWE,450,Africa,Eastern Africa,Developing regions
1989,Afghanistan,AFG,60,Asia,Southern Asia,Developing regions
1989,Albania,ALB,0,Europe,Southern Europe,Developed regions
1989,Algeria,DZA,20,Africa,Northern Africa,Developing regions
1989,American Samoa,ASM,0,Oceania,Polynesia,Developing regions
1989,Andorra,AND,0,Europe,Southern Europe,Developed regions
1989,Angola,AGO,0,Africa,Middle Africa,Developing regions
1989,Anguilla,AIA,0,Latin America and the Caribbean,Caribbean,Developing regions
1989,Antigua and Barbuda,ATG,0,Latin America and the Caribbean,Caribbean,Developing regions
1989,Argentina,ARG,660,Latin America and the Caribbean,South America,Developing regions
1989,Armenia,ARM,0,Asia,Western Asia,Developing regions
1989,Aruba,ABW,0,Latin America and the Caribbean,Caribbean,Developing regions
1989,Australia,AUS,10,Oceania,Australia and New Zealand,Developed regions
1989,Austria,AUT,1050,Europe,Western Europe,Developed regions
1989,Azerbaijan,AZE,0,Asia,Western Asia,Developing regions
1989,Bahamas,BHM,0,Latin America and the Caribbean,Caribbean,Developing regions
1989,Bahrain,BHR,140,Asia,Western Asia,Developing regions
1989,Bangladesh,BGD,270,Asia,Southern Asia,Developing regions
1989,Barbados,BRB,20,Latin America and the Caribbean,Caribbean,Developing regions
1989,Belarus,BLR,0,Europe,Eastern Europe,Developed regions
1989,Belgium,BEL,290,Europe,Western Europe,Developed regions
1989,Belize,BLZ,0,Latin America and the Caribbean,Central America,Developing regions
1989,Benin,BEN,0,Africa,Western Africa,Developing regions
1989,Bermuda,BMU,30,Northern America,Northern America,Developed regions
1989,Bhutan,BTN,10,Asia,Southern Asia,Developing regions
1989,Bolivia (Plurinational State of),BOL,30,Latin America and the Caribbean,South America,Developing regions
1989,Bosnia and Herzegovina,BIH,0,Europe,Southern Europe,Developed regions
1989,Botswana,BWA,80,Africa,Southern Africa,Developing regions
1989,Brazil,BRA,350,Latin America and the Caribbean,South America,Developing regions
1989,British Virgin Islands,VGB,0,Latin America and the Caribbean,Caribbean,Developing regions
1989,Brunei Darussalam,BRN,590,Asia,South-Eastern Asia,Developing regions
1989,Bulgaria,BGR,40,Europe,Eastern Europe,Developed regions
1989,Burkina Faso,BFA,0,Africa,Western Africa,Developing regions
1989,Burundi,BDI,0,Africa,Eastern Africa,Developing regions
1989,Cabo Verde,CPV,0,Africa,Western Africa,Developing regions
1989,Cambodia,KHM,20,Asia,South-Eastern Asia,Developing regions
1989,Cameroon,CMR,0,Africa,Middle Africa,Developing regions
1989,Canada,CAN,4220,Northern America,Northern America,Developed regions
1989,Cayman Islands,CYM,0,Latin America and the Caribbean,Caribbean,Developing regions
1989,Central African Republic,CAF,0,Africa,Middle Africa,Developing regions
1989,Chad,TCD,0,Africa,Middle Africa,Developing regions
1989,Chile,CHL,1090,Latin America and the Caribbean,South America,Developing regions
1989,China,CHN,4220,Asia,Eastern Asia,Developing regions
1989,"China, Hong Kong Special Administrative Region",HKG,15200,Asia,Eastern Asia,Developing regions
1989,"China, Macao Special Administrative Region",MAC,120,Asia,Eastern Asia,Developing regions
1989,"China, Taiwan Province of China",TWN,2920,Asia,Eastern Asia,Developing regions
1989,Colombia,COL,180,Latin America and the Caribbean,South America,Developing regions
1989,Comoros,COM,0,Africa,Eastern Africa,Developing regions
1989,Congo,COG,0,Africa,Middle Africa,Developing regions
1989,Cook Islands,COK,90,Oceania,Polynesia,Developing regions
1989,Costa Rica,CRI,30,Latin America and the Caribbean,Central America,Developing regions
1989,Côte d'Ivoire,CIV,10,Africa,Western Africa,Developing regions
1989,Croatia,HRV,0,Europe,Southern Europe,Developed regions
1989,Cuba,CUB,0,Latin America and the Caribbean,Caribbean,Developing regions
1989,Cyprus,CYP,530,Asia,Western Asia,Developing regions
1989,Czech Republic,CZE,0,Europe,Eastern Europe,Developed regions
1989,Democratic People's Republic of Korea,PRK,0,Asia,Eastern Asia,Developing regions
1989,Democratic Republic of the Congo,COD,20,Africa,Middle Africa,Developing regions
1989,Denmark,DNK,720,Europe,Northern Europe,Developed regions
1989,Djibouti,DJI,0,Africa,Eastern Africa,Developing regions
1989,Dominica,DMA,0,Latin America and the Caribbean,Caribbean,Developing regions
1989,Dominican Republic,DOM,0,Latin America and the Caribbean,Caribbean,Developing regions
1989,Ecuador,ECU,60,Latin America and the Caribbean,South America,Developing regions
1989,Egypt,EGY,1170,Africa,Northern Africa,Developing regions
1989,El Salvador,SLV,1990,Latin America and the Caribbean,Central America,Developing regions
1989,Equatorial Guinea,GNQ,0,Africa,Middle Africa,Developing regions
1989,Eritrea,ERI,0,Africa,Eastern Africa,Developing regions
1989,Estonia,EST,0,Europe,Northern Europe,Developed regions
1989,Ethiopia,ETH,40,Africa,Eastern Africa,Developing regions
1989,Faeroe Islands,FRO,0,Europe,Northern Europe,Developed regions
1989,Falkland Islands (Malvinas),FLK,0,Latin America and the Caribbean,South America,Developing regions
1989,Fiji,FJI,3500,Oceania,Melanesia,Developing regions
1989,Finland,FIN,340,Europe,Northern Europe,Developed regions
1989,France,FRA,1510,Europe,Western Europe,Developed regions
1989,French Guiana,GUF,0,Latin America and the Caribbean,South America,Developing regions
1989,French Polynesia,PYF,50,Oceania,Polynesia,Developing regions
1989,Gabon,GAB,0,Africa,Middle Africa,Developing regions
1989,Gambia,GMB,0,Africa,Western Africa,Developing regions
1989,Georgia,GEO,0,Asia,Western Asia,Developing regions
1989,Germany,DEU,3010,Europe,Western Europe,Developed regions
1989,Ghana,GHA,60,Africa,Western Africa,Developing regions
1989,Gibraltar,GIB,0,Europe,Southern Europe,Developed regions
1989,Greece,GRC,3490,Europe,Southern Europe,Developed regions
1989,Greenland,GRL,0,Northern America,Northern America,Developed regions
1989,Grenada,GRD,0,Latin America and the Caribbean,Caribbean,Developing regions
1989,Guadeloupe,GLP,0,Latin America and the Caribbean,Caribbean,Developing regions
1989,Guam,GUM,10,Oceania,Micronesia,Developing regions
1989,Guatemala,GTM,20,Latin America and the Caribbean,Central America,Developing regions
1989,Guinea,GIN,0,Africa,Western Africa,Developing regions
1989,Guinea-Bissau,GNB,0,Africa,Western Africa,Developing regions
1989,Guyana,GUY,0,Latin America and the Caribbean,South America,Developing regions
1989,Haiti,HTI,0,Latin America and the Caribbean,Caribbean,Developing regions
1989,Holy See,VAT,0,Europe,Southern Europe,Developed regions
1989,Honduras,HND,10,Latin America and the Caribbean,Central America,Developing regions
1989,Hungary,HUN,220,Europe,Eastern Europe,Developed regions
1989,Iceland,ISL,20,Europe,Northern Europe,Developed regions
1989,India,IND,2980,Asia,Southern Asia,Developing regions
1989,Indonesia,IDN,4200,Asia,South-Eastern Asia,Developing regions
1989,United Kingdom,IRN,490,Asia,Southern Asia,Developing regions
1989,Iraq,IRQ,70,Asia,Western Asia,Developing regions
1989,Ireland,IRL,4190,Europe,Northern Europe,Developed regions
1989,Israel,ISR,880,Asia,Western Asia,Developing regions
1989,Italy,ITA,2530,Europe,Southern Europe,Developed regions
1989,Jamaica,JAM,30,Latin America and the Caribbean,Caribbean,Developing regions
1989,Japan,JPN,6950,Asia,Eastern Asia,Developed regions
1989,Jordan,JOR,240,Asia,Western Asia,Developing regions
1989,Kazakhstan,KAZ,0,Asia,Central Asia,Developing regions
1989,Kenya,KEN,280,Africa,Eastern Africa,Developing regions
1989,Kiribati,KIR,0,Oceania,Micronesia,Developing regions
1989,Kuwait,KWT,190,Asia,Western Asia,Developing regions
1989,Kyrgyzstan,KGZ,0,Asia,Central Asia,Developing regions
1989,Lao People's Democratic Republic,LAO,50,Asia,South-Eastern Asia,Developing regions
1989,Latvia,LVA,0,Europe,Northern Europe,Developed regions
1989,Lebanon,LBN,2900,Asia,Western Asia,Developing regions
1989,Lesotho,LSO,10,Africa,Southern Africa,Developing regions
1989,Liberia,LBR,10,Africa,Western Africa,Developing regions
1989,Libya,LBY,20,Africa,Northern Africa,Developing regions
1989,Liechtenstein,LIE,0,Europe,Western Europe,Developed regions
1989,Lithuania,LTU,0,Europe,Northern Europe,Developed regions
1989,Luxembourg,LUX,10,Europe,Western Europe,Developed regions
1989,Madagascar,MDG,0,Africa,Eastern Africa,Developing regions
1989,Malawi,MWI,40,Africa,Eastern Africa,Developing regions
1989,Malaysia,MYS,13160,Asia,South-Eastern Asia,Developing regions
1989,Maldives,MDV,20,Asia,Southern Asia,Developing regions
1989,Mali,MLI,0,Africa,Western Africa,Developing regions
1989,Malta,MLT,370,Europe,Southern Europe,Developed regions
1989,Marshall Islands,MHL,0,Oceania,Micronesia,Developing regions
1989,Martinique,MTQ,0,Latin America and the Caribbean,Caribbean,Developing regions
1989,Mauritania,MRT,0,Africa,Western Africa,Developing regions
1989,Mauritius,MUS,290,Africa,Eastern Africa,Developing regions
1989,Mayotte,MYT ,0,Africa,Eastern Africa,Developing regions
1989,Mexico,MEX,340,Latin America and the Caribbean,Central America,Developing regions
1989,Micronesia (Federated States of),FSM,0,Oceania,Micronesia,Developing regions
1989,Monaco,MCO,0,Europe,Western Europe,Developed regions
1989,Mongolia,MNG,0,Asia,Eastern Asia,Developing regions
1989,Montserrat,MSR,0,Latin America and the Caribbean,Caribbean,Developing regions
1989,Morocco,MAR,30,Africa,Northern Africa,Developing regions
1989,Mozambique,MOZ,0,Africa,Eastern Africa,Developing regions
1989,Myanmar,MMR,200,Asia,South-Eastern Asia,Developing regions
1989,Namibia,NAM,0,Africa,Southern Africa,Developing regions
1989,Nauru,NRU,70,Oceania,Micronesia,Developing regions
1989,Nepal,NPL,100,Asia,Southern Asia,Developing regions
1989,Netherlands,NLD,1330,Europe,Western Europe,Developed regions
1989,New Caledonia,NCL,200,Oceania,Melanesia,Developing regions
1989,New Zealand,NZL,34060,Oceania,Australia and New Zealand,Developed regions
1989,Nicaragua,NIC,40,Latin America and the Caribbean,Central America,Developing regions
1989,Niger,NER,30,Africa,Western Africa,Developing regions
1989,Nigeria,NGA,90,Africa,Western Africa,Developing regions
1989,Niue,NIU,0,Oceania,Polynesia,Developing regions
1989,Northern Mariana Islands,MNP,0,Oceania,Micronesia,Developing regions
1989,Norway,NOR,310,Europe,Northern Europe,Developed regions
1989,Oman,OMN,100,Asia,Western Asia,Developing regions
1989,Pakistan,PAK,1170,Asia,Southern Asia,Developing regions
1989,Palau,PLW,0,Oceania,Micronesia,Developing regions
1989,Panama,PAN,0,Latin America and the Caribbean,Central America,Developing regions
1989,Papua New Guinea,PNG,4090,Oceania,Melanesia,Developing regions
1989,Paraguay,PRY,10,Latin America and the Caribbean,South America,Developing regions
1989,Peru,PER,270,Latin America and the Caribbean,South America,Developing regions
1989,Philippines,PHL,8060,Asia,South-Eastern Asia,Developing regions
1989,Poland,POL,1160,Europe,Eastern Europe,Developed regions
1989,Portugal,PRT,1240,Europe,Southern Europe,Developed regions
1989,Puerto Rico,PRI,0,Latin America and the Caribbean,Caribbean,Developing regions
1989,Qatar,QAT,40,Asia,Western Asia,Developing regions
1989,Republic of Korea,KOR,2670,Asia,Eastern Asia,Developing regions
1989,Republic of Moldova,MDA,0,Europe,Eastern Europe,Developed regions
1989,Réunion,REU,0,Africa,Eastern Africa,Developing regions
1989,Romania,ROU,700,Europe,Eastern Europe,Developed regions
1989,Russian Federation,RUS,0,Europe,Eastern Europe,Developed regions
1989,Rwanda,RWA,0,Africa,Eastern Africa,Developing regions
1989,Saint Helena,SHN,0,Africa,Western Africa,Developing regions
1989,Saint Kitts and Nevis,KNA,0,Latin America and the Caribbean,Caribbean,Developing regions
1989,Saint Lucia,LCA,0,Latin America and the Caribbean,Caribbean,Developing regions
1989,Saint Vincent and the Grenadines,VCT,0,Latin America and the Caribbean,Caribbean,Developing regions
1989,Samoa,WSM,250,Oceania,Polynesia,Developing regions
1989,Saudi Arabia,SAU,420,Asia,Western Asia,Developing regions
1989,Senegal,SEN,10,Africa,Western Africa,Developing regions
1989,Seychelles,SYC,120,Africa,Eastern Africa,Developing regions
1989,Sierra Leone,SLE,10,Africa,Western Africa,Developing regions
1989,Singapore,SGP,5120,Asia,South-Eastern Asia,Developing regions
1989,Slovakia,SVK,0,Europe,Eastern Europe,Developed regions
1989,Slovenia,SVN,0,Europe,Southern Europe,Developed regions
1989,Solomon Islands,SLB,310,Oceania,Melanesia,Developing regions
1989,Somalia,SOM,20,Africa,Eastern Africa,Developing regions
1989,South Africa,ZAF,3110,Africa,Southern Africa,Developing regions
1989,Spain,ESP,620,Europe,Southern Europe,Developed regions
1989,Sri Lanka,LKA,1860,Asia,Southern Asia,Developing regions
1989,State of Palestine,WBG,0,Asia,Western Asia,Developing regions
1989,Sudan,SDN,120,Africa,Northern Africa,Developing regions
1989,Suriname,SUR,0,Latin America and the Caribbean,South America,Developing regions
1989,Swaziland,SWZ,10,Africa,Southern Africa,Developing regions
1989,Sweden,SWE,1030,Europe,Northern Europe,Developed regions
1989,Switzerland,CHE,1290,Europe,Western Europe,Developed regions
1989,Syrian Arab Republic,SYR,450,Asia,Western Asia,Developing regions
1989,Tajikistan,TJK,0,Asia,Central Asia,Developing regions
1989,Thailand,THA,5240,Asia,South-Eastern Asia,Developing regions
1989,The former Yugoslav Republic of Macedonia,MKD,0,Europe,Southern Europe,Developed regions
1989,Timor-Leste,TLS,0,Asia,South-Eastern Asia,Developing regions
1989,Togo,TGO,0,Africa,Western Africa,Developing regions
1989,Tokelau,TKL,0,Oceania,Polynesia,Developing regions
1989,Tonga,TON,360,Oceania,Polynesia,Developing regions
1989,Trinidad and Tobago,TTO,60,Latin America and the Caribbean,Caribbean,Developing regions
1989,Tunisia,TUN,0,Africa,Northern Africa,Developing regions
1989,Turkey,TUR,2200,Asia,Western Asia,Developing regions
1989,Turkmenistan,TKM,0,Asia,Central Asia,Developing regions
1989,Turks and Caicos Islands,TCA ,0,Latin America and the Caribbean,Caribbean,Developing regions
1989,Tuvalu,TUV,40,Oceania,Polynesia,Developing regions
1989,Uganda,UGA,30,Africa,Eastern Africa,Developing regions
1989,Ukraine,UKR,0,Europe,Eastern Europe,Developed regions
1989,United Arab Emirates,ARE,550,Asia,Western Asia,Developing regions
1989,United Kingdom of Great Britain and Northern Ireland,GBR,44620,Europe,Northern Europe,Developed regions
1989,United Republic of Tanzania,TZA,100,Africa,Eastern Africa,Developing regions
1989,United States of America,USA,14410,Northern America,Northern America,Developed regions
1989,United States Virgin Islands,VGB,0,Latin America and the Caribbean,Caribbean,Developing regions
1989,Uruguay,URY,220,Latin America and the Caribbean,South America,Developing regions
1989,Uzbekistan,UZB,0,Asia,Central Asia,Developing regions
1989,Vanuatu,VUT,210,Oceania,Melanesia,Developing regions
1989,Venezuela (Bolivarian Republic of),VEN,50,Latin America and the Caribbean,South America,Developing regions
1989,Viet Nam,VNM,4260,Asia,South-Eastern Asia,Developing regions
1989,Wallis and Futuna Islands,WLF,0,Oceania,Polynesia,Developing regions
1989,Western Sahara,ESH ,0,Africa,Northern Africa,Developing regions
1989,Yemen,YEM,0,Asia,Western Asia,Developing regions
1989,Zambia,ZMB,180,Africa,Eastern Africa,Developing regions
1989,Zimbabwe,ZWE,670,Africa,Eastern Africa,Developing regions
1990,Afghanistan,AFG,150,Asia,Southern Asia,Developing regions
1990,Albania,ALB,10,Europe,Southern Europe,Developed regions
1990,Algeria,DZA,20,Africa,Northern Africa,Developing regions
1990,American Samoa,ASM,0,Oceania,Polynesia,Developing regions
1990,Andorra,AND,0,Europe,Southern Europe,Developed regions
1990,Angola,AGO,0,Africa,Middle Africa,Developing regions
1990,Anguilla,AIA,0,Latin America and the Caribbean,Caribbean,Developing regions
1990,Antigua and Barbuda,ATG,0,Latin America and the Caribbean,Caribbean,Developing regions
1990,Argentina,ARG,740,Latin America and the Caribbean,South America,Developing regions
1990,Armenia,ARM,0,Asia,Western Asia,Developing regions
1990,Aruba,ABW,0,Latin America and the Caribbean,Caribbean,Developing regions
1990,Australia,AUS,0,Oceania,Australia and New Zealand,Developed regions
1990,Austria,AUT,770,Europe,Western Europe,Developed regions
1990,Azerbaijan,AZE,0,Asia,Western Asia,Developing regions
1990,Bahamas,BHM,10,Latin America and the Caribbean,Caribbean,Developing regions
1990,Bahrain,BHR,150,Asia,Western Asia,Developing regions
1990,Bangladesh,BGD,400,Asia,Southern Asia,Developing regions
1990,Barbados,BRB,10,Latin America and the Caribbean,Caribbean,Developing regions
1990,Belarus,BLR,0,Europe,Eastern Europe,Developed regions
1990,Belgium,BEL,270,Europe,Western Europe,Developed regions
1990,Belize,BLZ,0,Latin America and the Caribbean,Central America,Developing regions
1990,Benin,BEN,0,Africa,Western Africa,Developing regions
1990,Bermuda,BMU,40,Northern America,Northern America,Developed regions
1990,Bhutan,BTN,10,Asia,Southern Asia,Developing regions
1990,Bolivia (Plurinational State of),BOL,30,Latin America and the Caribbean,South America,Developing regions
1990,Bosnia and Herzegovina,BIH,0,Europe,Southern Europe,Developed regions
1990,Botswana,BWA,80,Africa,Southern Africa,Developing regions
1990,Brazil,BRA,280,Latin America and the Caribbean,South America,Developing regions
1990,British Virgin Islands,VGB,0,Latin America and the Caribbean,Caribbean,Developing regions
1990,Brunei Darussalam,BRN,610,Asia,South-Eastern Asia,Developing regions
1990,Bulgaria,BGR,40,Europe,Eastern Europe,Developed regions
1990,Burkina Faso,BFA,0,Africa,Western Africa,Developing regions
1990,Burundi,BDI,0,Africa,Eastern Africa,Developing regions
1990,Cabo Verde,CPV,0,Africa,Western Africa,Developing regions
1990,Cambodia,KHM,20,Asia,South-Eastern Asia,Developing regions
1990,Cameroon,CMR,0,Africa,Middle Africa,Developing regions
1990,Canada,CAN,4420,Northern America,Northern America,Developed regions
1990,Cayman Islands,CYM,0,Latin America and the Caribbean,Caribbean,Developing regions
1990,Central African Republic,CAF,0,Africa,Middle Africa,Developing regions
1990,Chad,TCD,0,Africa,Middle Africa,Developing regions
1990,Chile,CHL,810,Latin America and the Caribbean,South America,Developing regions
1990,China,CHN,3430,Asia,Eastern Asia,Developing regions
1990,"China, Hong Kong Special Administrative Region",HKG,20450,Asia,Eastern Asia,Developing regions
1990,"China, Macao Special Administrative Region",MAC,150,Asia,Eastern Asia,Developing regions
1990,"China, Taiwan Province of China",TWN,3770,Asia,Eastern Asia,Developing regions
1990,Colombia,COL,140,Latin America and the Caribbean,South America,Developing regions
1990,Comoros,COM,0,Africa,Eastern Africa,Developing regions
1990,Congo,COG,0,Africa,Middle Africa,Developing regions
1990,Cook Islands,COK,80,Oceania,Polynesia,Developing regions
1990,Costa Rica,CRI,20,Latin America and the Caribbean,Central America,Developing regions
1990,Côte d'Ivoire,CIV,0,Africa,Western Africa,Developing regions
1990,Croatia,HRV,0,Europe,Southern Europe,Developed regions
1990,Cuba,CUB,0,Latin America and the Caribbean,Caribbean,Developing regions
1990,Cyprus,CYP,450,Asia,Western Asia,Developing regions
1990,Czech Republic,CZE,0,Europe,Eastern Europe,Developed regions
1990,Democratic People's Republic of Korea,PRK,0,Asia,Eastern Asia,Developing regions
1990,Democratic Republic of the Congo,COD,20,Africa,Middle Africa,Developing regions
1990,Denmark,DNK,660,Europe,Northern Europe,Developed regions
1990,Djibouti,DJI,10,Africa,Eastern Africa,Developing regions
1990,Dominica,DMA,0,Latin America and the Caribbean,Caribbean,Developing regions
1990,Dominican Republic,DOM,0,Latin America and the Caribbean,Caribbean,Developing regions
1990,Ecuador,ECU,70,Latin America and the Caribbean,South America,Developing regions
1990,Egypt,EGY,850,Africa,Northern Africa,Developing regions
1990,El Salvador,SLV,1350,Latin America and the Caribbean,Central America,Developing regions
1990,Equatorial Guinea,GNQ,0,Africa,Middle Africa,Developing regions
